[2016-02-01 15:15:34.923] [DEBUG] info - load database recipes
[2016-02-01 15:15:35.191] [DEBUG] info - recipes-find-one
[2016-02-01 15:15:35.192] [DEBUG] info - recipes-find-update
[2016-02-01 15:15:35.193] [DEBUG] info - load database items
[2016-02-01 15:15:35.197] [DEBUG] info - items-find-one
[2016-02-01 15:15:35.197] [DEBUG] info - items-find-update
[2016-02-01 15:17:08.388] [DEBUG] info - load database recipes
[2016-02-01 15:17:08.656] [DEBUG] info - recipes-find-one
[2016-02-01 15:17:08.657] [DEBUG] info - recipes-find-update
[2016-02-01 15:17:08.657] [DEBUG] info - load database items
[2016-02-01 15:17:08.661] [DEBUG] info - items-find-one
[2016-02-01 15:17:08.661] [DEBUG] info - items-find-update
[2016-02-01 15:18:01.312] [DEBUG] info - load database recipes
[2016-02-01 15:18:01.594] [DEBUG] info - recipes-find-one
[2016-02-01 15:18:01.595] [DEBUG] info - recipes-find-update
[2016-02-01 15:18:01.595] [DEBUG] info - load database items
[2016-02-01 15:18:01.601] [DEBUG] info - items-find-one
[2016-02-01 15:18:01.601] [DEBUG] info - items-find-update
[2016-02-01 15:18:47.479] [DEBUG] info - load database recipes
[2016-02-01 15:18:47.751] [DEBUG] info - recipes-find-one
[2016-02-01 15:18:47.751] [DEBUG] info - recipes-find-update
[2016-02-01 15:18:47.752] [DEBUG] info - load database items
[2016-02-01 15:18:47.756] [DEBUG] info - items-find-one
[2016-02-01 15:18:47.756] [DEBUG] info - items-find-update
[2016-02-01 15:19:34.144] [DEBUG] info - load database recipes
[2016-02-01 15:19:34.413] [DEBUG] info - recipes-find-one
[2016-02-01 15:19:34.414] [DEBUG] info - recipes-find-update
[2016-02-01 15:19:34.415] [DEBUG] info - load database items
[2016-02-01 15:19:34.419] [DEBUG] info - items-find-one
[2016-02-01 15:19:34.419] [DEBUG] info - items-find-update
[2016-02-01 15:21:00.980] [DEBUG] info - load database recipes
[2016-02-01 15:21:01.267] [DEBUG] info - recipes-find-one
[2016-02-01 15:21:01.267] [DEBUG] info - recipes-find-update
[2016-02-01 15:21:01.267] [DEBUG] info - load database items
[2016-02-01 15:21:01.272] [DEBUG] info - items-find-one
[2016-02-01 15:21:01.272] [DEBUG] info - items-find-update
[2016-02-01 15:21:25.339] [DEBUG] info - load database recipes
[2016-02-01 15:21:25.611] [DEBUG] info - recipes-find-one
[2016-02-01 15:21:25.612] [DEBUG] info - recipes-find-update
[2016-02-01 15:21:25.613] [DEBUG] info - load database items
[2016-02-01 15:21:25.616] [DEBUG] info - items-find-one
[2016-02-01 15:21:25.616] [DEBUG] info - items-find-update
[2016-02-01 15:21:32.417] [DEBUG] info - trigger items-find { '0': { limit: 50, query: {} }, '1': [Function] }
[2016-02-01 15:22:03.499] [DEBUG] info - load database recipes
[2016-02-01 15:22:03.775] [DEBUG] info - recipes-find-one
[2016-02-01 15:22:03.775] [DEBUG] info - recipes-find-update
[2016-02-01 15:22:03.775] [DEBUG] info - load database items
[2016-02-01 15:22:03.780] [DEBUG] info - items-find-one
[2016-02-01 15:22:03.780] [DEBUG] info - items-find-update
[2016-02-01 15:22:10.615] [DEBUG] info - trigger items-find { '0': { limit: 50, query: {} }, '1': [Function] }
[2016-02-01 15:22:27.954] [DEBUG] info - trigger items-find { '0': { limit: 50, query: {} }, '1': [Function] }
[2016-02-01 15:22:36.761] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:264:0' } }, '1': [Function] }
[2016-02-01 15:22:36.801] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '15:5149:65' } }, '1': [Function] }
[2016-02-01 15:22:36.801] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:265:0' } }, '1': [Function] }
[2016-02-01 15:22:36.802] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '15:5149:67' } }, '1': [Function] }
[2016-02-01 15:22:36.802] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:325:0' } }, '1': [Function] }
[2016-02-01 15:22:36.803] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:406:0' } }, '1': [Function] }
[2016-02-01 15:22:36.803] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:348:0' } }, '1': [Function] }
[2016-02-01 15:22:36.804] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '15:5149:72' } }, '1': [Function] }
[2016-02-01 15:22:36.805] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:331:0' } }, '1': [Function] }
[2016-02-01 15:22:36.806] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '8:4120:0' } }, '1': [Function] }
[2016-02-01 15:22:36.806] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '15:5149:64' } }, '1': [Function] }
[2016-02-01 15:22:36.807] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '18:7205:56' } }, '1': [Function] }
[2016-02-01 15:22:36.807] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '60:6953:0' } }, '1': [Function] }
[2016-02-01 15:22:36.808] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '15:5149:66' } }, '1': [Function] }
[2016-02-01 15:22:36.809] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:266:0' } }, '1': [Function] }
[2016-02-01 15:22:36.810] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:20:0' } }, '1': [Function] }
[2016-02-01 15:22:36.811] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '8:4109:13' } }, '1': [Function] }
[2016-02-01 15:22:36.811] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '8:4097:0' } }, '1': [Function] }
[2016-02-01 15:22:36.812] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:49:0' } }, '1': [Function] }
[2016-02-01 15:22:36.813] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '8:4109:2' } }, '1': [Function] }
[2016-02-01 15:22:36.813] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:318:0' } }, '1': [Function] }
[2016-02-01 15:22:36.815] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:12:0' } }, '1': [Function] }
[2016-02-01 15:22:36.816] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '15:5149:17' } }, '1': [Function] }
[2016-02-01 15:22:36.816] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '15:5149:1027' } }, '1': [Function] }
[2016-02-01 15:22:36.817] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:337:0' } }, '1': [Function] }
[2016-02-01 15:22:36.819] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '8:4109:11' } }, '1': [Function] }
[2016-02-01 15:22:36.819] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '15:5149:1029' } }, '1': [Function] }
[2016-02-01 15:22:36.820] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:332:0' } }, '1': [Function] }
[2016-02-01 15:22:36.821] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '15:5149:1025' } }, '1': [Function] }
[2016-02-01 15:22:36.821] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '6:6644:0' } }, '1': [Function] }
[2016-02-01 15:22:36.822] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '6:6609:0' } }, '1': [Function] }
[2016-02-01 15:22:36.822] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '1:368:0' } }, '1': [Function] }
[2016-02-01 15:22:36.823] [DEBUG] info - trigger items-find-one { '0': { query: { sid: '15:5149:69' } }, '1': [Function] }
